RowNumber,CustomerId,name,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
3894,15664802,thakersey,543,Chennai,Female,42,5,0,2,0,0,101905.34,0
3895,15735687,omkareshwar,595,Bangalore,Male,37,2,157084.99,1,1,0,134767.13,0
3896,15664734,dhawan,673,Mumbai,Female,25,3,108244.82,2,1,1,103573.96,0
3897,15767894,vajpayee,741,Chennai,Female,21,9,0,2,0,1,139259.54,0
3898,15666884,yesuraju,508,Mumbai,Female,41,5,82161.7,2,1,0,187776.49,0
3899,15750156,walia,662,Mumbai,Male,59,2,104568.41,1,1,0,8059.44,1
3900,15751120,hazari,752,Chennai,Female,36,2,119912.46,1,1,0,124354.92,0
3901,15575748,hundal,809,Chennai,Male,36,9,68881.59,2,0,1,109135.11,0
3902,15714610,siripurapu,575,Bangalore,Male,30,2,0,2,1,1,82222.86,0
3903,15720305,parab,591,Bangalore,Female,40,1,86376.29,1,0,1,136767.16,1
3904,15678129,kalwani,643,Bangalore,Female,45,9,150840.03,2,1,0,155516.35,0
3905,15566633,kelkar,698,Mumbai,Male,55,8,155059.1,2,1,1,144584.29,0
3906,15680436,zariwala,496,Chennai,Female,29,4,0,2,1,0,164806.89,0
3907,15674343,eknath,597,Chennai,Male,44,8,78128.13,2,0,1,109153.04,0
3908,15658890,lele,603,Mumbai,Male,46,4,98899.76,2,1,1,86190.34,0
3909,15599004,chaturvedi,655,Bangalore,Male,37,1,0,1,1,1,106040.97,0
3910,15726487,bansal,431,Chennai,Male,63,6,160982.89,1,1,1,168008.17,0
3911,15698716,kumpawat,620,Chennai,Female,70,3,87926.24,2,1,0,33350.26,1
3912,15710527,mandal,782,Chennai,Female,35,4,0,1,1,1,119565.34,0
3913,15655590,bhattad,581,Bangalore,Male,46,2,79385.21,2,0,0,188492.82,0
3914,15732266,sekhri,553,Mumbai,Male,53,5,127997.83,1,1,0,165378.66,1
3915,15669326,velugubanti,658,Chennai,Male,44,2,168396.34,1,1,1,14178.73,0
3916,15672246,bhushan,686,Mumbai,Male,43,2,134896.03,1,1,1,97847.05,0
3917,15620276,mundhe,539,Bangalore,Male,36,6,0,3,1,1,118959.64,0
3918,15640258,munjal,685,Chennai,Female,50,6,94238.75,2,1,1,50664.07,1
3919,15740283,singhal,850,Chennai,Male,29,1,0,2,0,0,152996.89,0
3920,15759717,chafekar,763,Bangalore,Female,39,7,0,2,1,0,19458.75,0
3921,15620268,wazir,634,Mumbai,Male,43,3,212696.32,1,1,0,115268.86,0
3922,15743871,malpe,567,Chennai,Male,59,3,0,2,1,0,25843.7,1
3923,15614491,mandhane,539,Chennai,Male,39,3,139153.68,2,1,0,147662.33,0
3924,15595047,tanti,764,Chennai,Male,41,7,0,2,0,0,134878.34,0
3925,15732334,vaida,653,Chennai,Female,40,0,0,2,1,0,35795.85,0
3926,15701206,mamdani,566,Bangalore,Male,44,5,0,2,1,0,66462.79,0
3927,15581280,narayan,714,Mumbai,Male,29,6,92887.13,1,1,1,69578.49,0
3928,15651943,balaji,580,Bangalore,Female,65,1,0,2,0,1,103182.46,0
3929,15609545,upadhye,548,Chennai,Male,29,5,83442.98,1,0,1,177017.39,0
3930,15658548,kazi,646,Mumbai,Female,36,6,144773.29,2,1,0,53217.3,0
3931,15626008,nagpal,622,Mumbai,Female,52,9,111973.97,1,1,1,162756.29,1
3932,15774133,shekhar,706,Chennai,Female,35,8,178032.53,1,0,1,42181.68,0
3933,15763798,wagh,680,Chennai,Male,23,5,140007.19,1,0,1,31714.08,0
3934,15758013,tejwani,698,Chennai,Male,37,5,98400.61,2,0,0,25017.28,0
3935,15705765,vyas,581,Bangalore,Female,46,1,0,2,1,0,104272.04,0
3936,15648362,burman,728,Mumbai,Male,45,3,108924.33,2,1,0,84300.4,1
3937,15761102,karia,707,Bangalore,Female,32,4,132835.56,1,0,0,136877.24,0
3938,15610165,mandalik,761,Chennai,Female,26,1,0,2,1,1,199409.19,0
3939,15723717,talwar,483,Mumbai,Male,41,1,118334.44,1,0,0,163147.99,1
3940,15654611,dasgupta,736,Mumbai,Female,25,9,81732.88,2,1,0,136497.28,0
3941,15659736,bakshi,716,Mumbai,Male,66,5,121411.9,1,0,0,10070.4,1
3942,15603170,nimbalkar,654,Chennai,Male,32,9,121455.65,1,1,0,190068.53,1
3943,15786167,wadhavkar,649,Bangalore,Male,20,5,0,2,1,1,58309.54,0
3944,15671915,banjan,649,Chennai,Male,46,5,0,2,1,1,76946.6,0
3945,15794792,thapa,612,Chennai,Female,31,8,117989.76,1,1,1,54129.86,0
3946,15652789,keshari,657,Bangalore,Male,40,10,0,2,1,1,52990.7,0
3947,15739168,khedekar,511,Chennai,Female,31,5,137411.29,1,0,1,161854.98,0
3948,15719950,chaubey,682,Chennai,Male,61,10,73688.2,1,1,1,172141.33,0
3949,15743818,vijayrania,748,Bangalore,Male,58,9,122330.7,2,0,1,124429.19,0
3950,15717937,khetarpal,554,Mumbai,Male,43,5,99906.89,1,0,0,24983.39,0
3951,15602841,sehwag,794,Bangalore,Female,28,5,0,2,0,1,86699.98,0
3952,15619972,rai,807,Chennai,Female,47,9,167664.83,1,0,0,125440.11,1
3953,15796114,chaubey,594,Chennai,Female,34,7,141525.55,1,0,0,9443.15,0
3954,15633546,akhtar,652,Bangalore,Female,33,3,124832.51,1,1,0,195877.06,0
3955,15758755,nanavati,729,Chennai,Female,34,9,132121.71,1,0,1,105409.31,0
3956,15695168,tapaniya,625,Chennai,Male,39,2,0,2,1,0,100403.05,0
3957,15754342,deshmukh,597,Mumbai,Female,60,0,78539.84,1,0,1,48502.88,0
3958,15756610,jaiswal,657,Mumbai,Female,38,5,123770.46,1,0,0,47019.66,1
3959,15640917,de,633,Chennai,Male,43,5,0,2,1,1,48249.88,0
3960,15663164,huilgol,663,Mumbai,Male,49,7,116150.65,3,1,1,84358.71,1
3961,15616811,raju,535,Chennai,Male,47,0,160729.1,1,0,1,145986.35,0
3962,15610781,avari,702,Chennai,Female,29,10,88378.6,1,1,0,88550.28,0
3963,15600911,udayaraju,712,Chennai,Male,33,2,182888.08,1,1,0,3061,0
3964,15629603,kher,607,Chennai,Male,31,8,0,2,1,1,43196.5,0
3965,15714981,somani,476,Chennai,Male,37,4,0,1,1,1,55775.84,1
3966,15775892,tiwaskar,748,Bangalore,Female,23,8,85600.08,1,0,0,134077.71,0
3967,15782778,"kundra, kunder",815,Chennai,Male,35,4,0,2,0,1,198490.33,0
3968,15786643,shishodia,602,Chennai,Male,32,10,0,2,1,1,116052.92,0
3969,15595657,kamat,649,Mumbai,Male,40,4,95001.33,1,0,1,123202.99,0
3970,15743673,upadhye,551,Bangalore,Male,27,2,113873.22,1,1,1,85129.77,1
3971,15634310,rawat,509,Chennai,Male,30,6,0,2,1,0,180598.86,0
3972,15790809,vaida,685,Bangalore,Male,40,7,74896.92,1,1,0,198694.2,0
3973,15668695,shroff,536,Chennai,Female,22,5,89492.62,1,0,0,42934.43,0
3974,15669281,tejwani,711,Bangalore,Male,38,3,128718.78,1,0,0,114793.45,0
3975,15621031,omkareshwar,761,Bangalore,Male,27,8,0,2,1,0,63297.7,0
3976,15720071,umbarkar,535,Chennai,Female,49,3,0,1,0,0,61820.41,1
3977,15792180,selvan,566,Mumbai,Male,22,7,144954.75,2,1,0,102246,0
3978,15813894,wadekar,620,Bangalore,Male,21,9,0,2,0,0,154882.79,0
3979,15669490,darbari,837,Mumbai,Male,37,6,94001.61,2,1,0,140723.05,0
3980,15783030,rahman,685,Chennai,Female,40,7,0,1,1,0,72852.74,1
3981,15695792,vora,673,Chennai,Male,65,0,0,1,1,1,85733.33,0
3982,15575676,kulkarni,638,Chennai,Male,24,1,0,2,0,1,162597.15,0
3983,15627665,rajan,614,Chennai,Male,46,4,0,1,1,0,74379.57,1
3984,15814092,abbi,626,Chennai,Female,44,2,0,1,0,1,173117.22,1
3985,15695225,reshammiya,834,Bangalore,Male,38,8,0,2,1,1,66485.26,0
3986,15615091,kazmi,691,Chennai,Male,24,6,0,2,1,1,92811.2,0
3987,15794345,lunkad,706,Bangalore,Male,38,8,0,2,0,1,46635.11,0
3988,15726484,suchak,633,Chennai,Male,37,7,141546.35,1,1,1,124830.11,0
3989,15650442,potdukhe,644,Mumbai,Female,32,8,141528.88,1,1,1,167087.34,1
3990,15714256,venkateswaran,666,Chennai,Male,30,7,109805.3,1,0,1,163625.56,0
3991,15778752,fadikar,708,Chennai,Male,32,10,86614.06,2,1,1,172129.26,0
3992,15601659,virani,496,Mumbai,Female,59,7,91680.1,2,1,0,163141.18,1
3993,15602811,ghui,730,Mumbai,Male,38,0,38848.19,2,0,0,94003.11,0
3994,15779414,bakshi,696,Bangalore,Male,40,3,153639.11,1,1,1,138351.68,0
3995,15763097,waknis,809,Bangalore,Male,80,8,0,2,0,1,34164.05,0
3996,15633666,bajpai,701,Bangalore,Female,33,7,123870.07,1,1,0,97794.71,0
3997,15718789,johar,604,Chennai,Male,30,5,0,2,1,0,75786.55,0
3998,15690620,hangal,665,Chennai,Male,39,10,46323.57,1,1,0,136812.02,0
3999,15737071,yeolekar,639,Chennai,Female,60,5,162039.78,1,1,1,84361.72,1
4000,15665062,shriyan,696,Chennai,Male,19,1,110928.51,1,1,1,2766.63,0
4001,15600692,prasadi,520,Chennai,Male,38,5,0,2,1,0,163185.76,0
4002,15792064,pillai,545,Mumbai,Male,53,5,114421.55,1,1,0,180598.28,1
4003,15811486,wattal,634,Mumbai,Female,29,8,130036.21,2,0,1,69849.55,0
4004,15626141,unni,750,Chennai,Female,26,1,151510.17,2,1,1,19921.72,0
4005,15738546,dosanjh,530,Bangalore,Female,41,4,0,2,0,1,147606.71,0
4006,15677052,wagh,589,Chennai,Female,59,2,0,2,1,1,126160.24,1
4007,15656454,zahaldar,654,Chennai,Male,37,6,83568.55,1,1,0,47046.72,0
4008,15645496,zahaldar,648,Chennai,Female,43,7,139972.18,1,1,0,143668.58,0
4009,15612505,taurani,835,Bangalore,Male,45,3,100212.13,1,1,0,152577.62,0
4010,15708513,ashar,446,Chennai,Female,39,1,90217.07,1,1,0,191350.48,0
4011,15685654,ghatate,514,Bangalore,Male,66,9,0,2,1,1,14234.31,0
4012,15732307,zakaria,694,Mumbai,Male,33,4,124067.32,1,1,1,77906.87,0
4013,15726814,awasthi,554,Bangalore,Male,46,4,0,2,0,1,57320.92,0
4014,15653776,saraf,720,Mumbai,Female,57,1,162082.31,4,0,0,27145.73,1
4015,15597914,omkareshwar,641,Mumbai,Female,51,2,117306.69,4,1,1,26912.72,1
4016,15631603,virmani,813,Chennai,Male,32,1,122889.88,1,1,1,26476.18,0
4017,15789753,karlekar,480,Chennai,Male,40,6,148790.61,1,0,1,79329.7,0
4018,15678034,yagnik,811,Chennai,Male,46,9,180226.24,1,1,0,13464.64,1
4019,15690209,thakkar,715,Mumbai,Female,32,3,104857.19,2,1,0,114149.8,0
4020,15592091,vaish,620,Bangalore,Male,31,2,166833.86,2,1,1,135171.6,0
4021,15647453,chary,721,Chennai,Male,42,4,102936.72,1,0,0,1187.88,0
4022,15697100,udayaraju,772,Mumbai,Female,48,6,108736.52,1,1,0,184564.67,1
4023,15811290,jadon,680,Mumbai,Male,44,0,129974.79,2,1,1,33391.38,0
4024,15629187,bhathheja,535,Chennai,Male,38,8,85982.07,1,1,0,9238.35,0
4025,15758073,khetarpal,655,Chennai,Female,20,7,134397.61,1,0,0,28029.54,0
4026,15640769,yenkie,660,Chennai,Male,63,8,137841.53,1,1,1,42790.29,0
4027,15606641,vaida,762,Mumbai,Male,56,10,100260.88,3,1,1,77142.42,1
4028,15718280,wagle,662,Mumbai,Male,39,5,139822.11,2,1,1,146219.9,0
4029,15764335,bhardwaj,463,Mumbai,Female,41,8,123151.51,2,1,0,70127.93,0
4030,15634218,thakersey,501,Mumbai,Male,27,4,95331.83,2,1,0,132104.76,0
4031,15808760,pai,603,Bangalore,Female,42,6,0,1,1,1,90437.87,0
4032,15648461,sarode,688,Bangalore,Male,37,7,138162.41,2,1,1,113926.31,0
4033,15593555,grewal,430,Chennai,Male,38,9,0,2,1,1,12050.77,0
4034,15569079,vaidya,632,Mumbai,Male,48,6,126066.26,1,1,0,64345.61,1
4035,15800736,wadekar,601,Bangalore,Female,42,4,96763.89,1,1,1,199242.65,0
4036,15792607,girotra,769,Chennai,Female,38,2,0,2,0,0,75578.67,0
4037,15640034,phogat,551,Chennai,Male,42,2,139561.46,1,1,0,43435.43,1
4038,15807563,hirlekar,841,Chennai,Female,52,5,0,1,0,0,183239.71,1
4039,15684461,khanna,469,Bangalore,Female,31,6,0,1,1,0,146213.75,1
4040,15580134,safary,479,Bangalore,Male,27,2,172463.45,1,1,1,40315.27,0
4041,15679075,babbar,701,Chennai,Male,37,8,107798.85,1,1,0,16966.73,0
4042,15742504,mafatlal,593,Chennai,Male,36,2,70181.48,2,1,0,80608.12,0
4043,15567328,pant,738,Bangalore,Male,38,5,177997.07,1,0,1,19233.41,0
4044,15698294,karnad,635,Bangalore,Male,31,1,0,2,1,0,135382.23,0
4045,15607142,pohnekar,658,Chennai,Male,32,8,0,1,1,1,80410.68,0
4046,15738516,rokade,687,Bangalore,Female,36,5,0,1,1,0,17696.22,0
4047,15806403,dasgupta,650,Chennai,Male,37,9,0,2,1,0,17974.08,0
4048,15656707,"engle, ingle",720,Bangalore,Male,21,2,123200.78,1,1,1,180712.28,0
4049,15653715,yerukola,602,Chennai,Female,63,7,0,2,1,1,56323.21,0
4050,15806184,kale,618,Bangalore,Male,33,4,0,2,1,1,77550.18,0
4051,15585734,chugh,803,Mumbai,Male,41,9,137742.9,2,1,1,166957.82,0
4052,15725639,nandigam,793,Chennai,Female,63,9,116270.72,1,1,1,184243.25,0
4053,15618401,chabbria,616,Mumbai,Male,41,10,113220.2,2,1,1,114072.91,0
4054,15785385,karwande,550,Bangalore,Male,51,5,0,2,1,0,153917.41,0
4055,15734762,sidhu,602,Chennai,Female,56,3,115895.22,3,1,0,4176.17,1
4056,15767129,desai,452,Chennai,Female,60,6,121730.49,1,1,1,142963.29,0
4057,15797204,nischol,655,Bangalore,Female,28,3,113811.85,2,0,1,76844.23,0
4058,15769272,holkar,510,Chennai,Female,26,6,136214.08,1,0,0,159742.33,0
4059,15771966,dhumal,557,Chennai,Male,39,8,146200.01,1,1,0,177944.64,0
4060,15691952,yeolekar,676,Chennai,Male,37,10,106242.67,1,1,1,166678.28,0
4061,15593250,sadhu,640,Chennai,Female,29,4,0,2,1,0,44904.26,0
4062,15605333,busanagari,529,Bangalore,Male,31,6,0,1,1,0,10625.91,0
4063,15800083,singhal,559,Chennai,Male,45,8,24043.45,1,0,1,169781.45,1
4064,15575691,rakshit,689,Chennai,Female,58,5,0,2,0,1,49848.86,0
4065,15689886,mule,626,Mumbai,Male,39,10,132287.92,3,1,1,51467.92,1
4066,15809838,rastogi,697,Bangalore,Male,30,1,0,2,0,0,735.79,0
4067,15736154,bharadwaj,823,Chennai,Female,44,1,0,2,0,1,182495.7,0
4068,15767391,sawarkar,565,Mumbai,Female,32,4,90322.99,2,0,1,118740.37,0
4069,15704910,ramnani,631,Bangalore,Male,23,3,0,2,1,0,13813.24,0
4070,15656613,sen,646,Chennai,Female,34,3,131283.11,1,0,0,130500.65,0
4071,15611551,tata,676,Bangalore,Male,48,1,131659.59,2,0,1,14152.15,0
4072,15732430,wargantiwar,850,Bangalore,Female,54,4,120952.74,1,1,0,66963.15,0
4073,15741865,gadikar,810,Chennai,Female,38,9,153166.17,1,1,1,93261.69,0
4074,15634143,pardesi,581,Bangalore,Male,30,0,53291.86,1,0,0,196582.28,0
4075,15609676,goenka,718,Chennai,Female,35,2,167924.95,1,1,0,43024.64,0
4076,15761600,thuse,713,Chennai,Male,43,5,86394.14,1,1,1,130001.13,0
4077,15676404,unnikrishnan,672,Chennai,Female,50,1,0,1,1,0,12106.82,1
4078,15659236,tandon,781,Bangalore,Male,33,3,0,2,1,1,42556.33,0
4079,15690440,hoon,656,Bangalore,Male,47,1,0,2,1,1,197961.93,0
4080,15694601,raykantiwar,583,Chennai,Female,31,4,158978.79,1,1,0,12538.92,0
4081,15812262,karkare,808,Mumbai,Female,37,2,100431.84,1,1,0,35140.49,1
4082,15762821,ullal,721,Bangalore,Male,33,5,0,2,0,1,117626.9,0
4083,15669301,bhowmick,778,Mumbai,Female,29,6,150358.97,1,1,0,62454.01,1
4084,15672640,wankar,850,Bangalore,Female,45,4,114347.85,2,1,1,109089.04,0
4085,15750458,mahindrakar,693,Chennai,Female,39,4,0,2,0,1,142331.39,0
4086,15627251,ambuja,520,Chennai,Male,34,4,134007.9,1,1,1,193209.11,0
4087,15764294,amladi,759,Mumbai,Male,31,4,98899.91,1,1,1,47832.82,0
4088,15659962,faujdar,637,Chennai,Male,60,3,0,2,1,1,70174.03,0
4089,15788536,nandigam,755,Mumbai,Male,40,2,137430.82,2,0,0,176768.59,0
4090,15596979,dawande,662,Chennai,Female,47,6,0,2,1,1,129392.75,0
4091,15681220,sarve,503,Chennai,Female,37,8,0,2,1,1,97893.32,0
4092,15635097,parekh,599,Mumbai,Male,39,2,188976.89,2,0,1,176142.09,0
4093,15780779,kharbanda,583,Bangalore,Female,40,4,0,2,1,0,114093.73,0
4094,15798470,sadarangani,764,Bangalore,Female,48,1,75990.97,1,1,0,158323.81,1
4095,15760880,shikhawat,513,Chennai,Male,29,10,0,2,0,1,25514.77,0
4096,15616929,karkare,730,Bangalore,Male,62,5,112181.08,1,0,1,61513.87,0
4097,15758775,irani,820,Bangalore,Male,34,10,97208.46,1,1,1,59553.34,0
4098,15663386,chander,597,Bangalore,Female,26,7,0,2,1,0,110253.2,0
4099,15621267,yederi,637,Chennai,Male,32,5,0,1,0,0,148769.08,0
4100,15720509,minhas,696,Chennai,Male,34,9,150856.79,1,0,1,8236.78,0
4101,15693322,tijori,635,Mumbai,Female,37,9,146748.07,1,0,1,11407.58,0
4102,15589544,sachan,673,Bangalore,Female,57,4,0,2,1,1,49684.09,0
4103,15772030,kanchan,662,Bangalore,Male,33,3,0,2,0,1,68064.83,0
4104,15693337,fadnavis,683,Bangalore,Male,41,0,148863.17,1,1,1,163911.32,0
4105,15676571,setna,850,Chennai,Male,55,6,0,1,1,0,944.41,1
4106,15701392,verma,815,Bangalore,Male,28,6,0,2,0,1,185547.71,0
4107,15741092,bisht,671,Bangalore,Male,34,10,153360.02,1,1,0,140509.86,0
4108,15643865,zalpuri,601,Chennai,Female,40,3,92055.36,1,0,1,164652.02,1
4109,15769389,venkatraman,709,Mumbai,Female,39,9,124723.92,1,1,0,73641.86,0
4110,15807768,janumala,702,Mumbai,Male,28,1,103033.83,1,1,1,40321.87,0
4111,15801630,parsodkar,558,Chennai,Male,40,6,0,2,1,0,173844.89,0
4112,15705034,kriplani,691,Bangalore,Male,40,1,0,2,1,1,145613.17,0
4113,15763107,visariya,700,Chennai,Female,30,9,0,1,1,1,174971.64,0
4114,15667085,raaju,667,Chennai,Male,33,4,0,2,1,1,131834.75,0
4115,15647008,gehlot,624,Mumbai,Male,54,3,116726.22,1,1,0,110498.1,1
4116,15584505,dhake,580,Chennai,Female,23,5,113923.81,2,0,0,196241.43,0
4117,15748068,narang,571,Bangalore,Female,31,3,0,2,1,1,194667.92,0
4118,15663964,deshpande,561,Chennai,Male,37,5,0,2,1,0,83093.25,0
4119,15782311,visariya,529,Chennai,Male,28,9,0,2,1,1,52545.24,0
4120,15588197,darling,670,Chennai,Male,36,7,0,2,0,0,59571.5,0
4121,15610105,yagnik,666,Mumbai,Female,21,1,121827.43,2,1,1,99818.31,0
4122,15606133,ahlawat,628,Bangalore,Male,42,7,0,2,0,1,172967.87,0
4123,15599403,hangal,577,Chennai,Male,60,10,125389.7,2,1,1,178616.73,0
4124,15648225,"doifode, doiphode",652,Bangalore,Female,38,1,103895.31,1,0,1,159649.44,0
4125,15608406,faasil,678,Chennai,Male,26,5,111128.04,1,1,0,60941.27,1
4126,15633378,chandra,692,Bangalore,Female,49,9,0,2,1,0,178342.63,0
4127,15664759,chander,675,Bangalore,Male,32,10,0,2,1,0,191545.65,0
4128,15625545,chotai,712,Bangalore,Male,52,9,0,1,1,1,117977.45,1
4129,15772148,ganguly,639,Mumbai,Female,37,5,151242.48,1,0,1,49637.65,0
4130,15810829,bardia,618,Chennai,Male,48,7,0,1,1,0,13921.82,1
4131,15731669,tendulkar,554,Chennai,Male,39,2,129709.62,1,1,0,173197.12,0
4132,15738634,suri,533,Chennai,Male,47,9,83347.25,1,1,1,137696.25,0
4133,15737571,paud,540,Bangalore,Female,28,6,84121.04,1,0,1,80698.54,0
4134,15667602,chowdhury,704,Bangalore,Male,33,3,0,2,1,0,73018.74,0
4135,15684147,kanchan,678,Chennai,Male,43,5,102338.19,1,1,1,79649.62,0
4136,15789874,bhagavathar,712,Chennai,Female,29,3,87375.78,2,0,0,166194.53,0
4137,15757952,wadhavkar,651,Chennai,Male,44,2,0,3,1,0,102530.35,1
4138,15698732,birla,789,Mumbai,Male,51,3,104677.09,1,1,0,74265.38,0
4139,15714355,vaish,775,Mumbai,Male,32,8,121669.23,1,0,1,125898.39,0
4140,15599090,hole,564,Mumbai,Male,40,7,108407.34,1,1,1,83681.2,0
4141,15762048,koshley,841,Mumbai,Female,33,7,154969.79,2,1,1,99505.75,0
4142,15790596,vyas,850,Bangalore,Male,39,0,141829.67,1,1,1,92748.16,0
4143,15609623,zende,637,Chennai,Female,63,5,0,1,1,0,28092.77,1
4144,15711901,padwad,500,Chennai,Male,45,2,109162.82,1,1,1,126145.08,0
4145,15779809,dewaikar,655,Chennai,Male,44,8,87471.63,1,0,1,188593.98,0
4146,15729018,karnatakkachu,666,Chennai,Female,33,2,147229.65,1,1,1,56410.17,0
4147,15698246,chanana,658,Chennai,Female,24,2,0,2,1,1,84694.49,0
4148,15712409,wargantiwar,749,Mumbai,Male,66,6,182532.23,2,1,1,195429.92,0
4149,15758306,kannaujiya,654,Chennai,Male,32,6,0,2,1,1,137898.57,0
4150,15621435,mahashabde,623,Chennai,Female,39,1,160903.2,1,0,0,78774.36,0
4151,15566295,dubey,761,Chennai,Female,33,6,138053.79,2,1,0,148779.41,0
4152,15569098,phatak,627,Chennai,Male,44,6,153548.12,1,0,0,35300.08,1
4153,15662532,tagore,757,Mumbai,Male,31,8,149085.9,2,1,1,197077.36,0
4154,15664001,dusanj,695,Mumbai,Female,53,8,95231.91,1,0,0,70140.8,1
4155,15703437,warsi,726,Chennai,Male,34,3,0,2,1,0,196288.46,0
4156,15708003,omkarnath,587,Bangalore,Male,41,8,85109.21,1,1,0,1557.82,0
4157,15599452,hebbar,605,Mumbai,Female,43,8,125338.8,2,1,0,23970.13,0
4158,15719793,virk,850,Bangalore,Male,62,5,0,2,1,1,180243.56,0
4159,15771580,potdar,850,Chennai,Female,38,0,106831.69,1,0,1,148977.72,0
4160,15732268,raheja,751,Chennai,Male,29,3,159597.45,1,1,0,39934.41,0
4161,15722350,maitra,627,Mumbai,Female,37,7,147361.57,1,1,1,133031.96,0
4162,15611371,tijori,736,Chennai,Male,43,4,176134.54,1,1,1,52856.88,0
4163,15673584,udayaraju,652,Chennai,Female,74,5,0,2,1,1,937.15,0
4164,15636396,sethi,627,Chennai,Female,35,7,0,2,0,1,193022.44,0
4165,15706170,duggal,636,Chennai,Male,34,1,84055.43,1,0,0,37490.84,0
4166,15725478,tripathi,775,Chennai,Male,60,7,0,2,1,1,111558.7,0
4167,15654562,watharkar,850,Bangalore,Female,45,5,174088.3,4,1,0,5669.31,1
4168,15737509,kanchan,850,Bangalore,Male,34,8,199229.14,1,0,0,68106.29,0
4169,15690796,iyer,516,Chennai,Male,37,8,0,1,1,0,101834.58,0
4170,15716728,kumble,513,Bangalore,Female,42,10,0,2,0,1,73151.25,0
4171,15605665,mahindrakar,673,Mumbai,Female,69,3,78833.15,2,1,1,37196.15,0
4172,15748481,dhanoa,564,Chennai,Female,27,6,0,1,0,0,7819.76,0
4173,15757777,yagnik,636,Chennai,Female,35,2,0,2,1,1,23129.46,0
4174,15747808,sanir,712,Chennai,Male,29,3,102540.61,1,1,1,189680.79,0
4175,15810593,indulkar,568,Chennai,Male,51,4,0,3,1,1,66586.56,0
4176,15693376,somalwar,741,Bangalore,Male,43,0,0,2,1,1,2920.63,1
4177,15579808,karkera,754,Mumbai,Female,39,8,129401.87,1,1,1,87684.93,0
4178,15598275,sawji,709,Chennai,Female,32,7,0,2,1,1,199418.02,0
4179,15737080,sahni,510,Chennai,Female,32,1,0,2,0,1,28515.17,0
4180,15668580,tanwar,716,Bangalore,Male,33,2,0,2,1,1,92916.53,0
4181,15569438,chimurkar,607,Mumbai,Male,36,10,106702.94,2,0,0,198313.69,0
4182,15675842,tirpude,656,Bangalore,Male,26,4,139584.57,1,1,0,36308.93,0
4183,15577587,rehman,550,Mumbai,Male,52,5,121016.23,1,1,1,41730.37,1
4184,15625592,bhattacharya,486,Chennai,Male,26,2,0,2,1,1,31399.4,0
4185,15635141,eknath,598,Mumbai,Male,59,8,118210.42,2,0,0,60192.14,1
4186,15642570,agnihotri,675,Bangalore,Male,35,8,0,2,1,0,29062.25,0
4187,15702175,shelke,755,Chennai,Female,29,4,148654.84,2,1,1,28805.09,0
4188,15677785,luthra,656,Bangalore,Male,32,5,136963.12,1,1,0,133814.28,0
4189,15786153,gokarn,644,Mumbai,Male,47,9,137774.11,2,1,0,151902.78,0
4190,15759499,potdukhe,598,Chennai,Female,32,4,111156.52,1,1,1,167376.26,0
4191,15659568,warhadpande,850,Bangalore,Female,31,3,121237.65,1,1,1,31022.56,0
4192,15715597,dawande,679,Chennai,Male,36,1,97234.58,1,1,0,188997.08,0
4193,15610147,hirlekar,632,Chennai,Male,60,2,0,2,0,1,2085.32,0
4194,15802362,hinduja,550,Bangalore,Male,45,0,0,2,0,1,70399.71,0
4195,15660524,barde,572,Mumbai,Female,54,9,97382.53,1,1,1,195771.95,0
4196,15747168,warraich,626,Mumbai,Female,47,2,103108.8,1,0,1,166475.44,1
4197,15796910,thuse,625,Bangalore,Female,57,7,0,1,0,0,84106.17,1
4198,15707674,sonowal,515,Chennai,Female,58,2,131852.81,1,1,0,81436.68,1
4199,15565706,swamy,612,Bangalore,Male,35,1,0,1,1,1,83256.26,1
4200,15587596,moitra,628,Bangalore,Female,39,8,107553.33,1,1,0,117523.41,0
4201,15751943,yadav,529,Bangalore,Female,43,5,0,2,0,0,79476.63,0
4202,15621227,tempalli,668,Mumbai,Female,46,7,161806.09,1,1,1,173052.19,0
4203,15757588,dusanj,526,Chennai,Male,30,9,0,2,0,0,100995.68,0
4204,15640922,yagnik,791,Chennai,Female,52,7,0,1,1,1,122782.5,0
4205,15567557,borkar,573,Chennai,Male,27,2,128243.03,1,1,1,11631.34,0
4206,15670103,dedhe,565,Chennai,Female,38,5,126645.13,1,1,1,168303.55,0
4207,15720929,talari,604,Chennai,Female,47,8,62094.71,3,0,0,9308.1,1
4208,15732774,kale,656,Chennai,Male,37,7,112291.34,1,1,0,153157.97,0
4209,15628558,piramal,447,Chennai,Female,44,5,89188.83,1,1,1,75408.24,0
4210,15729201,bajwa,682,Chennai,Male,55,9,0,1,1,0,153356.8,1
4211,15731117,tambke,437,Bangalore,Male,28,2,109161.25,1,1,0,152987.42,0
4212,15615207,chandorkar,792,Bangalore,Male,47,0,0,1,1,1,5557.88,1
4213,15773512,dabral,627,Bangalore,Female,25,4,0,1,1,1,194313.93,0
4214,15572145,thapar,767,Chennai,Female,34,8,0,2,1,0,94767.77,0
4215,15642710,pandian,686,Chennai,Male,26,7,0,2,1,0,1540.89,0
4216,15574213,nagpal,789,Chennai,Female,53,1,158271.74,1,1,1,5036.39,1
